Stock ID,Order Priority,Cost of Goods,Unit Price,Shipping Cost,Customer ID,Customer Name,Vendor,Order Status (Backorder?),Product Category,Product Sub-Category / Brand,Product Container,Product_Name_EN,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID
171380,,175.0,240.0,15.0,VVIP1017,,DIRECT,finished,Clothing,Michael Kors,,Mk suit vest white 00,21%,,,,,Mar-17,,50.0,1,240.0,201703113
171381,,120.0,156.0,7.5,H1043,,DIRECT,finished,Clothing,Michael Kors,,Mk strapless top dark blue S,18%,,,,,Mar-17,,28.5,1,156.0,201703114
171382,,97.0,140.0,7.5,H1043,,DIRECT,finished,Clothing,Michael Kors,,Mk striped pants size xs,25%,,,,,Mar-17,,35.5,1,140.0,201703115
171383,,120.0,156.0,15.0,VIP1062,,DIRECT,finished,Clothing,Michael Kors,,Mk stripes jumpsuit Size s,13%,,,,,Mar-17,,21.0,1,156.0,201703116
171384,,76.0,100.0,7.5,L1418,,DIRECT,finished,Clothing,Michael Kors,,Mk striped knit black XS,17%,,,,,Mar-17,,16.5,1,100.0,201703117
171385,,109.0,141.0,7.5,H1159,,DIRECT,finished,Clothing,Michael Kors,,Mk striped sleeveless dress dark blue xs,17%,,,,,Mar-17,,24.5,1,141.0,201703118
171386,,76.0,100.0,7.5,VIP1021,,DIRECT,finished,Clothing,Michael Kors,,Mk striped knit white m,17%,,,,,Mar-17,,16.5,1,100.0,201703119
171387,,105.0,141.0,15.0,VIP1022,,DIRECT,finished,Clothing,Michael Kors,,Mk dark blue 7 pants - 00,15%,,,,,Mar-17,,21.0,1,141.0,201703120
171388,,76.0,117.0,15.0,H1165,,DIRECT,finished,Clothing,Michael Kors,,Mk hollow dress black s,22%,,,,,Mar-17,,26.0,1,117.0,201703121
171388,,76.0,117.0,15.0,VIP1009,,DIRECT,finished,Clothing,Michael Kors,,Mk hollow dress black s,22%,,,,,Mar-17,,26.0,1,117.0,201703122
171389,,151.0,211.0,15.0,H1203,,DIRECT,finished,Clothing,Michael Kors,,Mk black jumpsuit - Size 2,21%,,,,,Mar-17,,45.0,1,211.0,201703123
171390,,76.0,86.0,7.5,FF1018,,DIRECT,finished,Clothing,Michael Kors,,Mk striped knit black m,3%,,,,,Mar-17,,2.5,1,86.0,201703124
171281,,138.0,200.0,5.0,L1538,,DIRECT,finished,Shoes,Miumiu,,Miumiu Canoscio 6 5I9463 suede bootie (slingback) 7701 Retail-$590 black 35.5,29%,,,,,Mar-17,,57.0,1,200.0,2017INV115
171435,,166.0,240.0,22.5,DL1020,,DIRECT,finished,Shoes,Miumiu,,Miumiu Vernice 19 5X9834 Bow Patent Leather Sandals 6529-$590 Nude Powder 37,21%,,,,,Mar-17,,51.5,1,240.0,2017INV133
171445,,161.0,240.0,22.5,VIP1073,,DIRECT,finished,Shoes,Miumiu,,Miumiu Capretto Lamina Small Thick Heel Sandals Leather 2407 - $495 Silver 37,24%,,,,,Mar-17,,56.5,1,240.0,2017INV142
171439,,161.0,207.0,22.5,L1293,,DIRECT,finished,Shoes,Prada,,Prada Vernice 1XZ397 Patent Lad Wedges 7066 Retail$590 Nude 36,11%,,,,,Mar-17,,23.5,1,207.0,2017INV136
171366,,89.0,136.0,7.5,L1261,,V1015,finished,Accessories,Rayban,,Rayban 3025 Silver Lens Silver Frame size55,29%,,,,,Mar-17,,39.5,1,136.0,20170399
171367,,89.0,141.0,7.5,H1174,,V1015,finished,Accessories,Rayban,,Rayban 3025 rainbow,32%,,,,,Mar-17,,44.5,1,141.0,201703100
171368,,89.0,136.0,7.5,L1535,,V1015,finished,Accessories,Rayban,,Rayban 3025 mirror blue Phnom Penh 58,29%,,,,,Mar-17,,39.5,1,136.0,201703101
171373,,89.0,136.0,7.5,L1750,,V1015,finished,Accessories,Rayban,,rayban 3025 brown mirror pink size 58,29%,,,,,Mar-17,,39.5,1,136.0,201703106
171378,,92.0,143.0,7.5,VVIP1022,,V1015,finished,Accessories,Rayban,,Rayban 3025 brown lens gold frame 58,30%,,,,,Mar-17,,43.5,1,143.0,201703111
171356,,89.0,136.0,22.5,L1126,,DIRECT,finished,Shoes,Rebecca Minkoff,,Rebecca minkoff brandy Mary Jane Patent Heel Shoes Nude 6.5,18%,,,,,Mar-17,,24.5,1,136.0,2017INV118
171357,,89.0,136.0,22.5,L1243,,DIRECT,finished,Shoes,Rebecca Minkoff,,Rebecca minkoff brandy Mary Jane Patent Heel Black 6.5,18%,,,,,Mar-17,,24.5,1,136.0,2017INV119
171443,,89.0,136.0,22.5,H1298,,DIRECT,finished,Shoes,Rebecca Minkoff,,Rebecca minkoff brandy Mary Jane Patent Heel Black 5.5,18%,,,,,Mar-17,,24.5,1,136.0,2017INV140
171287,,394.4,464.0,0.0,H1224,,DIRECT,Backorder,Shoes,Roger Vivier,,RV flats nude pink 385,,,,,,Mar-17,,0.0,0,0.0,20170318
171302,,280.0,427.0,30.0,H1224,,DIRECT,finished,Shoes,Roger Vivier,,Rv pink flat shoes 385,27%,,,,,Mar-17,,117.0,1,427.0,20170334
171407,,280.0,427.0,30.0,H1294,,DIRECT,finished,Shoes,Roger Vivier,,Rv pink flat shoes 405,27%,,,,,Mar-17,,117.0,1,427.0,20170335
171429,,332.0,386.0,22.5,H1294,,DIRECT,finished,Shoes,Roger Vivier,,RV Black High Heels 41,8%,,,,,Mar-17,,31.5,1,386.0,201703166
171432,,286.0,397.0,22.5,H1131,,DIRECT,finished,Shoes,Roger Vivier,,Rv suede side buckle with red 395,22%,,,,,Mar-17,,88.5,1,397.0,2017INV130
171434,,130.0,183.0,22.5,H1131,,DIRECT,finished,Shoes,Roger Vivier,,Roger Vivier Sandals Satin High Heel Small Diamond Button Champagne 38,17%,,,,,Mar-17,,30.5,1,183.0,2017INV132
171444,,130.0,197.0,22.5,VIP1073,,DIRECT,finished,Shoes,Roger Vivier,,Roger Viver sandals suede triangle mint green 36.5,23%,,,,,Mar-17,,44.5,1,197.0,2017INV141
171394,,30.0,0.0,5.0,FF1003,,DIRECT,finished,Lifestyle,Runa,,"Whole foods buy, runa guayusa tea one glass packaging original flavor, metal packaging one, triangle tea bag one",,,,,,Mar-17,,-5.0,,0.0,201703128
171279,,158.0,236.0,15.0,L1448,,DIRECT,finished,Clothing,Sandro,,Sandro pink v neck dress 2,27%,,,,,Mar-17,,63.0,1,236.0,2017039
171286,,158.0,236.0,15.0,VIP1100,,DIRECT,finished,Clothing,Sandro,,Sandro pink v neck dress 1,27%,,,,,Mar-17,,63.0,1,236.0,20170316
171286,,158.0,236.0,15.0,L1758,,DIRECT,finished,Clothing,Sandro,,Sandro pink v neck dress 1,27%,,,,,Mar-17,,63.0,1,236.0,20170317
171430,,27.0,32.0,5.0,FF1021,,DIRECT,finished,Lifestyle,Similac,,Orange milk powder similac,0%,,,,,Mar-17,,0.0,1,32.0,201703167
171355,,57.0,83.0,15.0,VVIP1049,,DIRECT,finished,Shoes,Soludos,,Soludos Winking Eye Fisherman's Shoes Black Gold 6,13%,,,,,Mar-17,,11.0,1,83.0,2017INV117
171311,,278.0,393.0,30.0,L1045,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw Gold Flash Heel 36=6,22%,,,,,Mar-17,,85.0,1,393.0,20170343
171351,,429.0,457.0,5.0,DL1020,,V1015,finished,Shoes,Stuart Weitzman,,Sw 5050 nappa black 35.5,5%,,,,,Mar-17,,23.0,1,457.0,20170383
171358,,104.0,199.0,30.0,VVIP1008,,DIRECT,finished,Shoes,Stuart Weitzman,,Stuart Weitzman Swoonwedge Slope Similar to Princess Shoes 6594 Retail $398 Black 7.5,33%,,,,,Mar-17,,65.0,1,199.0,2017INV120
171441,,104.0,193.0,22.5,H1298,,DIRECT,finished,Shoes,Stuart Weitzman,,Stuart Weitzman Swoonwedge Slope Similar to Princess Shoes 6556 Retail $398 Black 5.5,34%,,,,,Mar-17,,66.5,1,193.0,2017INV138
171403,,50.0,50.0,5.0,L1538,,DIRECT,finished,Accessories,Swarovski,,Swa star necklace,-10%,,,,,Mar-17,,-5.0,1,50.0,201703137
171395,,40.0,70.0,7.5,VIP1105,,DIRECT,finished,Accessories,Swarovski,,Swa snowflake,32%,,,,,Mar-17,,22.5,1,70.0,201703138
171312,,75.0,164.0,7.5,VVIP1005,,DIRECT,finished,Accessories,Swarovski,,Swa edify suit necklace earrings,50%,,,,,Mar-17,,81.5,1,164.0,201703139
171330,,40.0,70.0,7.5,VVIP1008,,DIRECT,finished,Accessories,Swarovski,,Swa snowflake,32%,,,,,Mar-17,,22.5,1,70.0,201703140
171331,,50.0,109.0,7.5,VVIP1008,,DIRECT,finished,Accessories,Swarovski,,Swa infinity ring necklace,47%,,,,,Mar-17,,51.5,1,109.0,201703141
171371,,45.0,84.0,7.5,VVIP1028,,DIRECT,finished,Accessories,Swarovski,,Swa monkey,38%,,,,,Mar-17,,31.5,1,84.0,201703142
171446,,40.0,70.0,7.5,VIP1046,,DIRECT,finished,Accessories,Swarovski,,Swa snowflake,32%,,,,,Mar-17,,22.5,1,70.0,201703183
171354,,36.0,64.0,7.5,VVIP1038,,DIRECT,finished,Clothing,Tory Burch,,Tory sports white t m,32%,,,,,Mar-17,,20.5,1,64.0,20170386
171442,,109.0,157.0,22.5,H1298,,DIRECT,finished,Shoes,Tory Burch,,Tory Burch Jackie Fish Wedges Black 5.5,16%,,,,,Mar-17,,25.5,1,157.0,2017INV139
171411,,87.0,126.0,5.0,L1730,,DIRECT,finished,Clothing,UO,,Uo star sweater xs 5 +ao loving you white shirt 93 20% off,27%,,,,,Mar-17,,34.0,1,126.0,201703145
171412,,658.0,760.0,5.0,L1730,,DIRECT,finished,Clothing,UO,,Uo star sweater s 5 block + sandro pink skirt 264*0.6+anne on black and white set of 176.25+198.75+club monaco chili sweater 89*0.8,13%,,,,,Mar-17,,97.0,1,760.0,201703146
171409,,162.0,229.0,15.0,VIP1142,,DIRECT,finished,Clothing,Vince,,Vince baseball shirt 173 93kg xl,23%,,,,,Mar-17,,52.0,1,229.0,201703104
171337,,104.0,141.0,15.0,VIP1035,,DIRECT,finished,Clothing,Vince,,Vince blue legging m,16%,,,,,Mar-17,,22.0,1,141.0,201703110
171317,,151.0,226.0,22.5,H1020,,DIRECT,finished,Clothing,Vince,,Vince black pointed shoes 8,23%,,,,,Mar-17,,52.5,1,226.0,201703112
171396,,86.0,141.0,15.0,VIP1098,,DIRECT,finished,Clothing,Vince,,Vince men's wool sweater dark blue round neck,28%,,,,,Mar-17,,40.0,1,141.0,201703130
171272,,242.0,284.0,5.0,VIP1028,,V1012,finished,Accessories,Vita Fede,,Vf three ring ring rose gold 6,13%,,,,,Mar-17,,37.0,1,284.0,2017032
171369,,242.0,284.0,5.0,L1429,,V1012,finished,Accessories,Vita Fede,,Vf three-layer ring rose gold 6,13%,,,,,Mar-17,,37.0,1,284.0,201703102
171401,,82.0,156.0,7.5,VVIP1043,,DIRECT,finished,Accessories,Vita Fede,,Vf tricyclic ring,43%,,,,,Mar-17,,66.5,1,156.0,201703143
171427,,414.0,598.0,5.0,L1538,,DIRECT,finished,Accessories,Vita Fede,,"Vf Bracelet, Three Ring Rings, Stud Earrings, Diamond Ring",30%,,,,,Mar-17,,179.0,1,598.0,201703164
171447,,289.0,470.0,5.0,L1730,,DIRECT,finished,Accessories,Vita Fede,,3 vf 2 rings one bracelet,37%,,,,,Mar-17,,176.0,1,470.0,201703185
171271,,34.0,50.0,7.5,VIP1105,,V1011,finished,Cosmetic,YSL,,Ysl lipstick 3,17%,,,,,Mar-17,,8.5,1,50.0,2017031
171336,,29.0,51.0,7.5,H1100,,V1011,finished,Cosmetic,YSL,,Ysl silver tube 5,28%,,,,,Mar-17,,14.5,1,51.0,20170368
171393,,29.0,54.0,7.5,VIP1105,,V1013,finished,Cosmetic,YSL,,Ysl 8 orange,32%,,,,,Mar-17,,17.5,1,54.0,201703107
171448,,76.0,98.0,5.0,H1102,,V1012,finished,Accessories,Les Nereides,,Les nereides silver rhinestone ballet necklace,17%,,,,,Apr-17,,17.0,1,98.0,2017041
171449,,81.0,111.0,5.0,H1102,,V1012,finished,Accessories,Les Nereides,,Les nereides gold rhinestone earrings with pearls,23%,,,,,Apr-17,,25.0,1,111.0,2017042
171450,,76.0,98.0,5.0,L1421,,V1012,finished,Accessories,Les Nereides,,Les nereides black rhinestone ballet necklace,17%,,,,,Apr-17,,17.0,1,98.0,2017043
171451,,307.0,369.0,7.5,VIP1023,,DIRECT,finished,Clothing,Ann Fontaine,,Anne fontaine black and white fairy skirt 36,15%,,,,,Apr-17,,54.5,1,369.0,2017044
171452,,291.0,369.0,15.0,VVIP1017,,DIRECT,finished,Clothing,Ann Fontaine,,Anne fontaine black and white fairy skirt 38,17%,,,,,Apr-17,,63.0,1,369.0,2017045
171453,,182.0,221.0,7.5,VIP1023,,DIRECT,finished,Clothing,Ann Fontaine,,Anne fontaine point collar doll shirt 38+ fragrance,14%,,,,,Apr-17,,31.5,1,221.0,2017046
171454,,44.0,77.0,7.5,L1759,,DIRECT,finished,Supplement,Alpha Lipoic,,Alpha lipoic acid 300mg 60 tablets 3 bottles,33%,,,,,Apr-17,,25.5,1,77.0,2017047
171455,,131.0,167.0,7.5,L1759,,DIRECT,finished,Lifestyle,I gluten,,l glutenthione 500mg 60 tablets 3 bottles,17%,,,,,Apr-17,,28.5,1,167.0,2017048
171456,,33.0,33.0,7.5,FF1021,,DIRECT,finished,Supplement,Calcium,,Liquid calcium bottle 2,-23%,,,,,Apr-17,,-7.5,1,33.0,2017049
171457,,51.0,51.0,7.5,FF1021,,DIRECT,finished,Lifestyle,VD,,Vd drop 3 bottles,-15%,,,,,Apr-17,,-7.5,1,51.0,20170410
171458,,109.0,184.0,7.5,H1279,,DIRECT,finished,Clothing,Ann Fontaine,,Anne fontaine high heel lace shirt 40,37%,,,,,Apr-17,,67.5,1,184.0,20170411
171459,,3055.0,3243.0,5.0,H1007,,V1017,finished,Accessories,Bvlgari,,Bvlgari 4 laps 3 laps 56 each one,6%,,,,,Apr-17,,183.0,1,3243.0,20170412
171460,,170.0,221.0,7.5,L1076,,DIRECT,finished,Clothing,Ann Fontaine,,Anne fontaine collar flower white shirt 36,20%,,,,,Apr-17,,43.5,1,221.0,20170413
171461,,69.0,126.0,15.0,VIP1021,,DIRECT,finished,Clothing,Alice Olivia,,Ao stripes high low skirt 4,33%,,,,,Apr-17,,42.0,1,126.0,20170414
171462,,96.0,120.0,7.5,VVIP1047,,DIRECT,finished,Clothing,Alice Olivia,,Ao little devil t xs/s,14%,,,,,Apr-17,,16.5,1,120.0,20170415
171463,,22.0,0.0,7.5,FF1028,,DIRECT,finished,Cosmetic,Body Shop,,Tbs tea tree oil essence 2 bottles,,,,,,Apr-17,,-29.5,1,0.0,20170416
171464,,83.0,111.0,5.0,VVIP1028,,V1017,finished,Clothing,Independent Designer,,Custom yarn backing black and white one,21%,,,,,Apr-17,,23.0,1,111.0,20170417
171465,,83.0,136.0,7.5,VIP1142,,DIRECT,finished,Clothing,Alice Olivia,,Ao Blue Capsule Sweater xs,33%,,,,,Apr-17,,45.5,1,136.0,20170418
171466,,139.0,221.0,15.0,L1434,,DIRECT,finished,Clothing,Alice Olivia,,Ao black and white one-shoulder dress xs=0,30%,,,,,Apr-17,,67.0,1,221.0,20170419
171467,,66.0,126.0,7.5,VIP1107,,DIRECT,finished,Clothing,Alice Olivia,,Ao striped long shirt xs,42%,,,,,Apr-17,,52.5,1,126.0,20170420
171468,,80.0,183.0,15.0,L1451,,DIRECT,finished,Clothing,Alice Olivia,,Ao blue dress 0,48%,,,,,Apr-17,,88.0,1,183.0,20170421
171469,,92.0,169.0,15.0,L1122,,DIRECT,finished,Clothing,Alice Olivia,,Ao black and white lace bow collar sleeveless dress 12,37%,,,,,Apr-17,,62.0,1,169.0,20170422
171470,,94.0,125.0,5.0,H1043,,V1012,finished,Accessories,Les Nereides,,Les nereides silver rhinestone earrings,21%,,,,,Apr-17,,26.0,1,125.0,20170423
171471,,94.0,125.0,5.0,H1043,,V1012,finished,Accessories,Les Nereides,,Les nereides red rhinestone earrings with pearls,21%,,,,,Apr-17,,26.0,1,125.0,20170424
171472,,96.0,120.0,7.5,VIP1139,,DIRECT,finished,Clothing,Alice Olivia,,Ao little devil t xs/s,14%,,,,,Apr-17,,16.5,1,120.0,20170425
171473,,66.0,126.0,7.5,VVIP1047,,DIRECT,finished,Clothing,Alice Olivia,,Ao striped long shirt xs,42%,,,,,Apr-17,,52.5,1,126.0,20170426
171476,,77.0,141.0,7.5,VIP1142,,DIRECT,finished,Clothing,Alice Olivia,,Ao White Ultra Short Shirt Waist Bow xs,40%,,,,,Apr-17,,56.5,1,141.0,20170430
171477,,329.0,407.0,5.0,VIP1139,,V1012,finished,Accessories,Redline,,Redline rose half rope 15.5,18%,,,,,Apr-17,,73.0,1,407.0,20170431
171480,,100.0,141.0,4.5,VIP1022,,V1012,finished,Accessories,Daniel Wellington,,Dw watch metal strap rose gold black dial,26%,,,,,Apr-17,,36.5,1,141.0,20170434
171480,,100.0,141.0,4.5,L1279,,V1012,finished,Accessories,Daniel Wellington,,Dw watch metal strap rose gold black dial,26%,,,,,Apr-17,,36.5,1,141.0,20170435
171481,,45.0,94.0,15.0,VIP1062,,DIRECT,finished,Clothing,Alice Olivia,,Ao grey v-neck long-sleeved shirt l,36%,,,,,Apr-17,,34.0,1,94.0,20170436
171482,,231.0,279.0,22.5,H1043,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw black patent leather elastic band loafer 6,9%,,,,,Apr-17,,25.5,1,279.0,20170437
171483,,115.0,136.0,4.5,F5002,,V1012,finished,Lifestyle,Refa,,refa s,12%,,,,,Apr-17,,16.5,1,136.0,20170438
171484,,206.0,265.0,22.5,DL1005,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw black strappy flats 36,14%,,,,,Apr-17,,36.5,1,265.0,20170439
171485,,115.0,136.0,4.5,L1126,,V1012,finished,Lifestyle,Refa,,refa s,12%,,,,,Apr-17,,16.5,1,136.0,20170440
171485,,115.0,136.0,4.5,H1343,,V1012,finished,Lifestyle,Refa,,refa s,12%,,,,,Apr-17,,16.5,1,136.0,20170441
171485,,115.0,136.0,4.5,H1003,,V1012,finished,Lifestyle,Refa,,refa s,12%,,,,,Apr-17,,16.5,1,136.0,20170442
171485,,115.0,136.0,4.5,VIP1068,,V1012,finished,Lifestyle,Refa,,refa s,12%,,,,,Apr-17,,16.5,1,136.0,20170443
171486,,54.0,64.0,4.5,VIP1068,,DIRECT,finished,Cosmetic,CPB,,Cpb isolation,9%,,,,,Apr-17,,5.5,1,64.0,20170444
171487,,231.0,279.0,22.5,VIP1104,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw black patent leather elastic band loafer 7.5,9%,,,,,Apr-17,,25.5,1,279.0,20170445
171488,,223.2,279.0,0.0,VIP1105,,DIRECT,Backorder,Shoes,Stuart Weitzman,,"Sw black feet, then bought a domestic spot flex",,,,,,Apr-17,,0.0,0,0.0,20170446
171489,,115.0,136.0,4.5,L1211,,V1012,finished,Lifestyle,Refa,,refa s,12%,,,,,Apr-17,,16.5,1,136.0,20170447
171490,,54.0,97.0,7.5,VVIP1038,,DIRECT,finished,Clothing,Michael Kors,,Mk white shirt xs,37%,,,,,Apr-17,,35.5,1,97.0,20170448
171491,,50.0,69.0,7.5,VVIP1038,,DIRECT,finished,Clothing,Michael Kors,,Mk matching denim shorts,17%,,,,,Apr-17,,11.5,1,69.0,20170449
171492,,65.0,103.0,7.5,VVIP1038,,DIRECT,finished,Clothing,Michael Kors,,Mk white short-sleeved shirt xs,30%,,,,,Apr-17,,30.5,1,103.0,20170450
171493,,68.0,113.0,7.5,VVIP1038,,DIRECT,finished,Clothing,Michael Kors,,Mk supporting black pleated skirt 0,33%,,,,,Apr-17,,37.5,1,113.0,20170451
171494,,68.0,113.0,7.5,L1063,,DIRECT,finished,Clothing,Michael Kors,,Mk supporting black pleated skirt 2,33%,,,,,Apr-17,,37.5,1,113.0,20170452
171495,,91.0,126.0,7.5,H1035,,DIRECT,finished,Clothing,Michael Kors,,Mk black lace short sleeve xs,22%,,,,,Apr-17,,27.5,1,126.0,20170453
171496,,91.0,126.0,4.5,VIP1116,,DIRECT,finished,Clothing,Michael Kors,,Mk black lace short sleeve xxs,24%,,,,,Apr-17,,30.5,1,126.0,20170454
171497,,59.0,87.0,4.5,VIP1116,,DIRECT,finished,Clothing,Michael Kors,,Mk dark blue pants 7 00,27%,,,,,Apr-17,,23.5,1,87.0,20170455
171498,,65.0,103.0,4.5,VIP1116,,DIRECT,finished,Clothing,Michael Kors,,Mk white short-sleeved shirt xxs,33%,,,,,Apr-17,,33.5,1,103.0,20170456
171499,,68.0,113.0,4.5,VIP1116,,DIRECT,finished,Clothing,Michael Kors,,Mk supporting black pleated skirt 00,36%,,,,,Apr-17,,40.5,1,113.0,20170457
171500,,58.0,103.0,7.5,H1043,,DIRECT,finished,Clothing,Michael Kors,,Mk Long Cardigan Black xs,36%,,,,,Apr-17,,37.5,1,103.0,20170458
171501,,58.0,103.0,7.5,L1279,,DIRECT,finished,Clothing,Michael Kors,,Mk long cardigan black s,36%,,,,,Apr-17,,37.5,1,103.0,20170459
171502,,397.0,543.0,22.5,L1279,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw headline black suede 6.5 usually wears 37,23%,,,,,Apr-17,,123.5,1,543.0,20170460
171503,,27.0,43.0,5.0,FF1021,,DIRECT,finished,Lifestyle,California Baby,,California baby mosquito + badger mosquito,26%,,,,,Apr-17,,11.0,1,43.0,20170461
171503,,27.0,43.0,5.0,L1783,,DIRECT,finished,Lifestyle,California Baby,,California baby mosquito + badger mosquito,26%,,,,,Apr-17,,11.0,1,43.0,20170462
171504,,14.0,0.0,5.0,FF1021,,DIRECT,finished,Cosmetic,Thinkbaby,,Thinkbaby sunscreen,,,,,,Apr-17,,-5.0,,0.0,20170463
171505,,14.0,26.0,5.0,L1783,,DIRECT,finished,Lifestyle,Kidsme,,kidsme feeder,27%,,,,,Apr-17,,7.0,1,26.0,20170464
171506,,91.0,126.0,7.5,L1408,,DIRECT,finished,Clothing,Michael Kors,,Mk black lace short sleeve s,22%,,,,,Apr-17,,27.5,1,126.0,20170465
171507,,78.0,113.0,7.5,L1377,,DIRECT,finished,Clothing,Michael Kors,,Mk striped shirt white xs,24%,,,,,Apr-17,,27.5,1,113.0,20170466
171508,,129.0,211.0,7.5,FF1027,,DIRECT,finished,Clothing,Ann Fontaine,,Anne fontaine black elastic white shirt 44,35%,,,,,Apr-17,,74.5,1,211.0,20170467
171509,,46.0,52.0,5.0,FF1021,,DIRECT,finished,Shoes,Toms,,Toms one year old baby panda shoes 3,2%,,,,,Apr-17,,1.0,1,52.0,20170468
171510,,107.0,143.0,7.5,VIP1062,,DIRECT,finished,Clothing,Michael Kors,,Mk hollow dress red s,20%,,,,,Apr-17,,28.5,1,143.0,20170469
171511,,231.0,279.0,22.5,VIP1021,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw black leather elastic band loafer 7,9%,,,,,Apr-17,,25.5,1,279.0,20170471
171512,,59.0,94.0,7.5,VIP1142,,DIRECT,finished,Clothing,Michael Kors,,Mk dark blue pants 7 00,29%,,,,,Apr-17,,27.5,1,94.0,20170472
171513,,593.0,657.0,0.0,L1719,,V1002,Backorder,Clothing,Maje,,Black Leather 38,,,,,,Apr-17,,0.0,0,0.0,20170473
171514,,35.0,70.0,7.5,L1536,,DIRECT,finished,Accessories,Tory Burch,,Tb letter clip red b,39%,,,,,Apr-17,,27.5,1,70.0,20170474
171515,,55.0,103.0,7.5,L1063,,DIRECT,finished,Clothing,Michael Kors,,Mk white short-sleeved shirt xs,39%,,,,,Apr-17,,40.5,1,103.0,20170475
171516,,230.0,283.0,7.5,F5002,,V1012,finished,Lifestyle,Refa,,"Refa s two, send different addresses",16%,,,,,Apr-17,,45.5,1,283.0,20170476
171517,,384.0,464.0,30.0,L1608,,DIRECT,finished,Handbag,Tory Burch,,Tb t satchel color samba bale red,11%,,,,,Apr-17,,50.0,1,464.0,20170477
171518,,35.0,70.0,7.5,H1267,,DIRECT,finished,Accessories,Tory Burch,,Tb letter clip red d,39%,,,,,Apr-17,,27.5,1,70.0,20170478
171519,,344.0,440.0,22.5,VK1002,,DIRECT,finished,Handbag,Tory Burch,,Tb gemini link patent chain shoulder color new ivory white patent leather parcel 5-9 shipment,17%,,,,,Apr-17,,73.5,1,440.0,20170479
171520,,15.0,0.0,5.0,L1727,,DIRECT,finished,Clothing,Levis,,Levis tee white l,,,,,,Apr-17,,-20.0,1,0.0,20170480
171521,,384.0,464.0,30.0,VVIP1008,,DIRECT,finished,Handbag,Tory Burch,,Tb t satchel color royal navy bag dark blue,11%,,,,,Apr-17,,50.0,1,464.0,20170481
171523,,344.0,441.0,30.0,H1043,,DIRECT,finished,Handbag,Tory Burch,,Tb modren buckle cross body saddle retro saddle bag brown,15%,,,,,Apr-17,,67.0,1,441.0,20170483
171524,,170.0,210.0,10.0,L1076,,DIRECT,Returned,Clothing,Ann Fontaine,,Anne fontaine collar flower white shirt 38,14%,,,,,Apr-17,,30.0,1,210.0,20170484
171525,,263.2,329.0,0.0,L1565,,DIRECT,Backorder,Shoes,Stuart Weitzman,,sw mummy high heel black 38,,,,,,Apr-17,,0.0,0,0.0,20170485
171526,,264.0,329.0,22.5,L1565,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw strappy platform sandal brown 39=8.5,13%,,,,,Apr-17,,42.5,1,329.0,20170486
171527,,384.0,464.0,30.0,L1565,,DIRECT,finished,Handbag,Tory Burch,,Tb t satchel color green bale green,11%,,,,,Apr-17,,50.0,1,464.0,20170487
171528,,344.0,440.0,22.5,L1650,,DIRECT,finished,Handbag,Tory Burch,,Tb gemini link patent chain shoulder color new ivory white patent leather bag,17%,,,,,Apr-17,,73.5,1,440.0,20170488
171529,,384.0,457.0,30.0,L1581,,DIRECT,finished,Handbag,Tory Burch,,Tb t satchel color samba bale red,9%,,,,,Apr-17,,43.0,1,457.0,20170489
171530,,380.0,471.0,30.0,L1581,,DIRECT,finished,Handbag,Tory Burch,,Tb gemini link patent medium chain shoulder bag navy dark blue patent leather bag,13%,,,,,Apr-17,,61.0,1,471.0,20170490
171531,,61.0,100.0,7.5,VIP1021,,DIRECT,finished,Clothing,Michael Kors,,Mk striped knit black s,32%,,,,,Apr-17,,31.5,1,100.0,20170491
171532,,55.0,107.0,7.5,L1565,,DIRECT,finished,Clothing,Michael Kors,,Mk white short-sleeved shirt m,42%,,,,,Apr-17,,44.5,1,107.0,20170492
171533,,68.0,107.0,7.5,L1565,,DIRECT,finished,Clothing,Michael Kors,,Mk supporting black pleated skirt 8,29%,,,,,Apr-17,,31.5,1,107.0,20170493
171534,,154.0,221.0,15.0,VVIP1039,,V1012,finished,Lifestyle,Badair,,Bad air,24%,,,,,Apr-17,,52.0,1,221.0,20170494
171535,,217.9,279.0,22.5,VIP1093,,DIRECT,finished,Shoes,Tory Burch,,Tb gigi mid heel pump ivory shoes with white patent leather 5,14%,,,,,Apr-17,,38.6,1,279.0,20170495
171536,,180.0,236.0,15.0,VIP1048,,DIRECT,finished,Handbag,Tory Burch,,Tb minnie flats black leather matte logo,17%,,,,,Apr-17,,41.0,1,236.0,20170496
171537,,180.0,236.0,15.0,VIP1048,,DIRECT,finished,Handbag,Tory Burch,,Tb minnie flats light oak leather matte logo,17%,,,,,Apr-17,,41.0,1,236.0,20170497
171538,,180.0,229.0,15.0,VIP1117,,DIRECT,finished,Handbag,Tory Burch,,Tb minnie flats black leather gold logo black flat gold logo 35=5,15%,,,,,Apr-17,,34.0,1,229.0,20170498
