Stock ID,Cost of Goods,Unit Price,Shipping Cost,Customer ID,Vendor,Order Status,Product Category,Brand,Product Description,Product Base Margin,Order Date,Profit,Quantity,Sales,Order ID,Month,Year
171315,120.0,164.0,15.0,H1251,DIRECT,finished,Clothing,Michael Kors,Mk shirt sleeveless check skirt 2,18%,2017-03-01,29.0,1.0,164.0,20170347,3.0,2017.0
171316,105.0,136.0,7.5,H1251,DIRECT,finished,Clothing,Michael Kors,Mk midi dress dark blue xs,17%,2017-03-01,23.5,1.0,136.0,20170348,3.0,2017.0
171328,42.0,79.0,7.5,L1126,DIRECT,finished,Clothing,Michael Kors,Mk sleeveless shirt skirt white p,37%,2017-03-01,29.5,1.0,79.0,20170349,3.0,2017.0
171320,86.0,121.0,15.0,VIP1100,DIRECT,finished,Clothing,Michael Kors,Mk light blue strapless sweater the smallest xs,17%,2017-03-01,20.0,1.0,121.0,20170352,3.0,2017.0
171376,76.0,117.0,15.0,H1159,DIRECT,finished,Clothing,Michael Kors,Mk hollow dress red xs,22%,2017-03-01,26.0,1.0,117.0,20170355,3.0,2017.0
171324,61.0,97.0,7.5,VVIP1028,DIRECT,finished,Clothing,Michael Kors,Mk shorts white 4,29%,2017-03-01,28.5,1.0,97.0,20170356,3.0,2017.0
171377,76.0,117.0,15.0,L1445,DIRECT,finished,Clothing,Michael Kors,Mk hollow dress red s,22%,2017-03-01,26.0,1.0,117.0,20170358,3.0,2017.0
171405,76.0,117.0,15.0,VVIP1047,DIRECT,finished,Clothing,Michael Kors,Mk hollow dress dark blue xxs,22%,2017-03-01,26.0,1.0,117.0,20170359,3.0,2017.0
171406,42.0,79.0,7.5,VVIP1047,DIRECT,finished,Clothing,Michael Kors,Mk sleeveless shirt dress white p test size,37%,2017-03-01,29.5,1.0,79.0,20170360,3.0,2017.0
171329,86.0,121.0,10.0,VVIP1038,DIRECT,Returned,Clothing,Michael Kors,Mk blue strapless sweater s,21%,2017-03-01,25.0,1.0,121.0,20170361,3.0,2017.0
171332,175.0,240.0,15.0,VIP1142,DIRECT,finished,Clothing,Michael Kors,Mk suit vest white 00,21%,2017-03-01,50.0,1.0,240.0,20170362,3.0,2017.0
171404,85.0,121.0,7.5,VVIP1044,DIRECT,finished,Clothing,Michael Kors,Mk tie black shirt minimum number xxs,24%,2017-03-01,28.5,1.0,121.0,20170363,3.0,2017.0
171334,105.0,141.0,7.5,VIP1116,DIRECT,finished,Clothing,Michael Kors,Mk midi dress dark blue xxs,20%,2017-03-01,28.5,1.0,141.0,20170366,3.0,2017.0
171335,61.0,94.0,7.5,VIP1116,DIRECT,finished,Clothing,Michael Kors,Mk shorts white 00,27%,2017-03-01,25.5,1.0,94.0,20170367,3.0,2017.0
171338,76.0,117.0,15.0,L1434,DIRECT,finished,Clothing,Michael Kors,Mk hollow dress black xxs,22%,2017-03-01,26.0,1.0,117.0,20170370,3.0,2017.0
171380,175.0,240.0,15.0,VVIP1017,DIRECT,finished,Clothing,Michael Kors,Mk suit vest white 00,21%,2017-03-01,50.0,1.0,240.0,201703113,3.0,2017.0
171381,120.0,156.0,7.5,H1043,DIRECT,finished,Clothing,Michael Kors,Mk strapless top dark blue S,18%,2017-03-01,28.5,1.0,156.0,201703114,3.0,2017.0
171382,97.0,140.0,7.5,H1043,DIRECT,finished,Clothing,Michael Kors,Mk striped pants size xs,25%,2017-03-01,35.5,1.0,140.0,201703115,3.0,2017.0
171383,120.0,156.0,15.0,VIP1062,DIRECT,finished,Clothing,Michael Kors,Mk stripes jumpsuit Size s,13%,2017-03-01,21.0,1.0,156.0,201703116,3.0,2017.0
171384,76.0,100.0,7.5,L1418,DIRECT,finished,Clothing,Michael Kors,Mk striped knit black XS,17%,2017-03-01,16.5,1.0,100.0,201703117,3.0,2017.0
171385,109.0,141.0,7.5,H1159,DIRECT,finished,Clothing,Michael Kors,Mk striped sleeveless dress dark blue xs,17%,2017-03-01,24.5,1.0,141.0,201703118,3.0,2017.0
171386,76.0,100.0,7.5,VIP1021,DIRECT,finished,Clothing,Michael Kors,Mk striped knit white m,17%,2017-03-01,16.5,1.0,100.0,201703119,3.0,2017.0
171387,105.0,141.0,15.0,VIP1022,DIRECT,finished,Clothing,Michael Kors,Mk dark blue 7 pants - 00,15%,2017-03-01,21.0,1.0,141.0,201703120,3.0,2017.0
171388,76.0,117.0,15.0,H1165,DIRECT,finished,Clothing,Michael Kors,Mk hollow dress black s,22%,2017-03-01,26.0,1.0,117.0,201703121,3.0,2017.0
171388,76.0,117.0,15.0,VIP1009,DIRECT,finished,Clothing,Michael Kors,Mk hollow dress black s,22%,2017-03-01,26.0,1.0,117.0,201703122,3.0,2017.0
171389,151.0,211.0,15.0,H1203,DIRECT,finished,Clothing,Michael Kors,Mk black jumpsuit - Size 2,21%,2017-03-01,45.0,1.0,211.0,201703123,3.0,2017.0
171390,76.0,86.0,7.5,FF1018,DIRECT,finished,Clothing,Michael Kors,Mk striped knit black m,3%,2017-03-01,2.5,1.0,86.0,201703124,3.0,2017.0
171281,138.0,200.0,5.0,L1538,DIRECT,finished,Shoes,Miumiu,Miumiu Canoscio 6 5I9463 suede bootie (slingback) 7701 Retail-$590 black 35.5,29%,2017-03-01,57.0,1.0,200.0,2017INV115,3.0,2017.0
171435,166.0,240.0,22.5,DL1020,DIRECT,finished,Shoes,Miumiu,Miumiu Vernice 19 5X9834 Bow Patent Leather Sandals 6529-$590 Nude Powder 37,21%,2017-03-01,51.5,1.0,240.0,2017INV133,3.0,2017.0
171445,161.0,240.0,22.5,VIP1073,DIRECT,finished,Shoes,Miumiu,Miumiu Capretto Lamina Small Thick Heel Sandals Leather 2407 - $495 Silver 37,24%,2017-03-01,56.5,1.0,240.0,2017INV142,3.0,2017.0
171439,161.0,207.0,22.5,L1293,DIRECT,finished,Shoes,Prada,Prada Vernice 1XZ397 Patent Lad Wedges 7066 Retail$590 Nude 36,11%,2017-03-01,23.5,1.0,207.0,2017INV136,3.0,2017.0
171366,89.0,136.0,7.5,L1261,V1015,finished,Accessories,Rayban,Rayban 3025 Silver Lens Silver Frame size55,29%,2017-03-01,39.5,1.0,136.0,20170399,3.0,2017.0
171367,89.0,141.0,7.5,H1174,V1015,finished,Accessories,Rayban,Rayban 3025 rainbow,32%,2017-03-01,44.5,1.0,141.0,201703100,3.0,2017.0
171368,89.0,136.0,7.5,L1535,V1015,finished,Accessories,Rayban,Rayban 3025 mirror blue Phnom Penh 58,29%,2017-03-01,39.5,1.0,136.0,201703101,3.0,2017.0
171373,89.0,136.0,7.5,L1750,V1015,finished,Accessories,Rayban,rayban 3025 brown mirror pink size 58,29%,2017-03-01,39.5,1.0,136.0,201703106,3.0,2017.0
171378,92.0,143.0,7.5,VVIP1022,V1015,finished,Accessories,Rayban,Rayban 3025 brown lens gold frame 58,30%,2017-03-01,43.5,1.0,143.0,201703111,3.0,2017.0
171356,89.0,136.0,22.5,L1126,DIRECT,finished,Shoes,Rebecca Minkoff,Rebecca minkoff brandy Mary Jane Patent Heel Shoes Nude 6.5,18%,2017-03-01,24.5,1.0,136.0,2017INV118,3.0,2017.0
171357,89.0,136.0,22.5,L1243,DIRECT,finished,Shoes,Rebecca Minkoff,Rebecca minkoff brandy Mary Jane Patent Heel Black 6.5,18%,2017-03-01,24.5,1.0,136.0,2017INV119,3.0,2017.0
171443,89.0,136.0,22.5,H1298,DIRECT,finished,Shoes,Rebecca Minkoff,Rebecca minkoff brandy Mary Jane Patent Heel Black 5.5,18%,2017-03-01,24.5,1.0,136.0,2017INV140,3.0,2017.0
171302,280.0,427.0,30.0,H1224,DIRECT,finished,Shoes,Roger Vivier,Rv pink flat shoes 385,27%,2017-03-01,117.0,1.0,427.0,20170334,3.0,2017.0
171407,280.0,427.0,30.0,H1294,DIRECT,finished,Shoes,Roger Vivier,Rv pink flat shoes 405,27%,2017-03-01,117.0,1.0,427.0,20170335,3.0,2017.0
171429,332.0,386.0,22.5,H1294,DIRECT,finished,Shoes,Roger Vivier,RV Black High Heels 41,8%,2017-03-01,31.5,1.0,386.0,201703166,3.0,2017.0
171432,286.0,397.0,22.5,H1131,DIRECT,finished,Shoes,Roger Vivier,Rv suede side buckle with red 395,22%,2017-03-01,88.5,1.0,397.0,2017INV130,3.0,2017.0
171434,130.0,183.0,22.5,H1131,DIRECT,finished,Shoes,Roger Vivier,Roger Vivier Sandals Satin High Heel Small Diamond Button Champagne 38,17%,2017-03-01,30.5,1.0,183.0,2017INV132,3.0,2017.0
171444,130.0,197.0,22.5,VIP1073,DIRECT,finished,Shoes,Roger Vivier,Roger Viver sandals suede triangle mint green 36.5,23%,2017-03-01,44.5,1.0,197.0,2017INV141,3.0,2017.0
171279,158.0,236.0,15.0,L1448,DIRECT,finished,Clothing,Sandro,Sandro pink v neck dress 2,27%,2017-03-01,63.0,1.0,236.0,2017039,3.0,2017.0
171286,158.0,236.0,15.0,VIP1100,DIRECT,finished,Clothing,Sandro,Sandro pink v neck dress 1,27%,2017-03-01,63.0,1.0,236.0,20170316,3.0,2017.0
171286,158.0,236.0,15.0,L1758,DIRECT,finished,Clothing,Sandro,Sandro pink v neck dress 1,27%,2017-03-01,63.0,1.0,236.0,20170317,3.0,2017.0
171430,27.0,32.0,5.0,FF1021,DIRECT,finished,Lifestyle,Similac,Orange milk powder similac,0%,2017-03-01,0.0,1.0,32.0,201703167,3.0,2017.0
171355,57.0,83.0,15.0,VVIP1049,DIRECT,finished,Shoes,Soludos,Soludos Winking Eye Fisherman's Shoes Black Gold 6,13%,2017-03-01,11.0,1.0,83.0,2017INV117,3.0,2017.0
171311,278.0,393.0,30.0,L1045,DIRECT,finished,Shoes,Stuart Weitzman,Sw Gold Flash Heel 36=6,22%,2017-03-01,85.0,1.0,393.0,20170343,3.0,2017.0
171351,429.0,457.0,5.0,DL1020,V1015,finished,Shoes,Stuart Weitzman,Sw 5050 nappa black 35.5,5%,2017-03-01,23.0,1.0,457.0,20170383,3.0,2017.0
171358,104.0,199.0,30.0,VVIP1008,DIRECT,finished,Shoes,Stuart Weitzman,Stuart Weitzman Swoonwedge Slope Similar to Princess Shoes 6594 Retail $398 Black 7.5,33%,2017-03-01,65.0,1.0,199.0,2017INV120,3.0,2017.0
171441,104.0,193.0,22.5,H1298,DIRECT,finished,Shoes,Stuart Weitzman,Stuart Weitzman Swoonwedge Slope Similar to Princess Shoes 6556 Retail $398 Black 5.5,34%,2017-03-01,66.5,1.0,193.0,2017INV138,3.0,2017.0
,,,,,,,,,,,,,,,,,
171395,40.0,70.0,7.5,VIP1105,DIRECT,finished,Accessories,Swarovski,Swa snowflake,32%,2017-03-01,22.5,1.0,70.0,201703138,3.0,2017.0
171312,75.0,164.0,7.5,VVIP1005,DIRECT,finished,Accessories,Swarovski,Swa edify suit necklace earrings,50%,2017-03-01,81.5,1.0,164.0,201703139,3.0,2017.0
171330,40.0,70.0,7.5,VVIP1008,DIRECT,finished,Accessories,Swarovski,Swa snowflake,32%,2017-03-01,22.5,1.0,70.0,201703140,3.0,2017.0
171331,50.0,109.0,7.5,VVIP1008,DIRECT,finished,Accessories,Swarovski,Swa infinity ring necklace,47%,2017-03-01,51.5,1.0,109.0,201703141,3.0,2017.0
171371,45.0,84.0,7.5,VVIP1028,DIRECT,finished,Accessories,Swarovski,Swa monkey,38%,2017-03-01,31.5,1.0,84.0,201703142,3.0,2017.0
171446,40.0,70.0,7.5,VIP1046,DIRECT,finished,Accessories,Swarovski,Swa snowflake,32%,2017-03-01,22.5,1.0,70.0,201703183,3.0,2017.0
171354,36.0,64.0,7.5,VVIP1038,DIRECT,finished,Clothing,Tory Burch,Tory sports white t m,32%,2017-03-01,20.5,1.0,64.0,20170386,3.0,2017.0
171442,109.0,157.0,22.5,H1298,DIRECT,finished,Shoes,Tory Burch,Tory Burch Jackie Fish Wedges Black 5.5,16%,2017-03-01,25.5,1.0,157.0,2017INV139,3.0,2017.0
171411,87.0,126.0,5.0,L1730,DIRECT,finished,Clothing,UO,Uo star sweater xs 5 +ao loving you white shirt 93 20% off,27%,2017-03-01,34.0,1.0,126.0,201703145,3.0,2017.0
171412,658.0,760.0,5.0,L1730,DIRECT,finished,Clothing,UO,Uo star sweater s 5 block + sandro pink skirt 264*0.6+anne on black and white set of 176.25+198.75+club monaco chili sweater 89*0.8,13%,2017-03-01,97.0,1.0,760.0,201703146,3.0,2017.0
171409,162.0,229.0,15.0,VIP1142,DIRECT,finished,Clothing,Vince,Vince baseball shirt 173 93kg xl,23%,2017-03-01,52.0,1.0,229.0,201703104,3.0,2017.0
171337,104.0,141.0,15.0,VIP1035,DIRECT,finished,Clothing,Vince,Vince blue legging m,16%,2017-03-01,22.0,1.0,141.0,201703110,3.0,2017.0
171317,151.0,226.0,22.5,H1020,DIRECT,finished,Clothing,Vince,Vince black pointed shoes 8,23%,2017-03-01,52.5,1.0,226.0,201703112,3.0,2017.0
171396,86.0,141.0,15.0,VIP1098,DIRECT,finished,Clothing,Vince,Vince men's wool sweater dark blue round neck,28%,2017-03-01,40.0,1.0,141.0,201703130,3.0,2017.0
171272,242.0,284.0,5.0,VIP1028,V1012,finished,Accessories,Vita Fede,Vf three ring ring rose gold 6,13%,2017-03-01,37.0,1.0,284.0,2017032,3.0,2017.0
171369,242.0,284.0,5.0,L1429,V1012,finished,Accessories,Vita Fede,Vf three-layer ring rose gold 6,13%,2017-03-01,37.0,1.0,284.0,201703102,3.0,2017.0
171401,82.0,156.0,7.5,VVIP1043,DIRECT,finished,Accessories,Vita Fede,Vf tricyclic ring,43%,2017-03-01,66.5,1.0,156.0,201703143,3.0,2017.0
171427,414.0,598.0,5.0,L1538,DIRECT,finished,Accessories,Vita Fede,"Vf Bracelet, Three Ring Rings, Stud Earrings, Diamond Ring",30%,2017-03-01,179.0,1.0,598.0,201703164,3.0,2017.0
171447,289.0,470.0,5.0,L1730,DIRECT,finished,Accessories,Vita Fede,3 vf 2 rings one bracelet,37%,2017-03-01,176.0,1.0,470.0,201703185,3.0,2017.0
171271,34.0,50.0,7.5,VIP1105,V1011,finished,Cosmetic,YSL,Ysl lipstick 3,17%,2017-03-01,8.5,1.0,50.0,2017031,3.0,2017.0
171336,29.0,51.0,7.5,H1100,V1011,finished,Cosmetic,YSL,Ysl silver tube 5,28%,2017-03-01,14.5,1.0,51.0,20170368,3.0,2017.0
171393,29.0,54.0,7.5,VIP1105,V1013,finished,Cosmetic,YSL,Ysl 8 orange,32%,2017-03-01,17.5,1.0,54.0,201703107,3.0,2017.0
171448,76.0,98.0,5.0,H1102,V1012,finished,Accessories,Les Nereides,Les nereides silver rhinestone ballet necklace,17%,2017-04-01,17.0,1.0,98.0,2017041,4.0,2017.0
171449,81.0,111.0,5.0,H1102,V1012,finished,Accessories,Les Nereides,Les nereides gold rhinestone earrings with pearls,23%,2017-04-01,25.0,1.0,111.0,2017042,4.0,2017.0
171450,76.0,98.0,5.0,L1421,V1012,finished,Accessories,Les Nereides,Les nereides black rhinestone ballet necklace,17%,2017-04-01,17.0,1.0,98.0,2017043,4.0,2017.0
171451,307.0,369.0,7.5,VIP1023,DIRECT,finished,Clothing,Ann Fontaine,Anne fontaine black and white fairy skirt 36,15%,2017-04-01,54.5,1.0,369.0,2017044,4.0,2017.0
171452,291.0,369.0,15.0,VVIP1017,DIRECT,finished,Clothing,Ann Fontaine,Anne fontaine black and white fairy skirt 38,17%,2017-04-01,63.0,1.0,369.0,2017045,4.0,2017.0
171453,182.0,221.0,7.5,VIP1023,DIRECT,finished,Clothing,Ann Fontaine,Anne fontaine point collar doll shirt 38+ fragrance,14%,2017-04-01,31.5,1.0,221.0,2017046,4.0,2017.0
171454,44.0,77.0,7.5,L1759,DIRECT,finished,Supplement,Alpha Lipoic,Alpha lipoic acid 300mg 60 tablets 3 bottles,33%,2017-04-01,25.5,1.0,77.0,2017047,4.0,2017.0
171455,131.0,167.0,7.5,L1759,DIRECT,finished,Lifestyle,I gluten,l glutenthione 500mg 60 tablets 3 bottles,17%,2017-04-01,28.5,1.0,167.0,2017048,4.0,2017.0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
171458,109.0,184.0,7.5,H1279,DIRECT,finished,Clothing,Ann Fontaine,Anne fontaine high heel lace shirt 40,37%,2017-04-01,67.5,1.0,184.0,20170411,4.0,2017.0
171459,3055.0,3243.0,5.0,H1007,V1017,finished,Accessories,Bvlgari,Bvlgari 4 laps 3 laps 56 each one,6%,2017-04-01,183.0,1.0,3243.0,20170412,4.0,2017.0
171460,170.0,221.0,7.5,L1076,DIRECT,finished,Clothing,Ann Fontaine,Anne fontaine collar flower white shirt 36,20%,2017-04-01,43.5,1.0,221.0,20170413,4.0,2017.0
171461,69.0,126.0,15.0,VIP1021,DIRECT,finished,Clothing,Alice Olivia,Ao stripes high low skirt 4,33%,2017-04-01,42.0,1.0,126.0,20170414,4.0,2017.0
171462,96.0,120.0,7.5,VVIP1047,DIRECT,finished,Clothing,Alice Olivia,Ao little devil t xs/s,14%,2017-04-01,16.5,1.0,120.0,20170415,4.0,2017.0
,,,,,,,,,,,,,,,,,
171464,83.0,111.0,5.0,VVIP1028,V1017,finished,Clothing,Independent Designer,Custom yarn backing black and white one,21%,2017-04-01,23.0,1.0,111.0,20170417,4.0,2017.0
171465,83.0,136.0,7.5,VIP1142,DIRECT,finished,Clothing,Alice Olivia,Ao Blue Capsule Sweater xs,33%,2017-04-01,45.5,1.0,136.0,20170418,4.0,2017.0
171466,139.0,221.0,15.0,L1434,DIRECT,finished,Clothing,Alice Olivia,Ao black and white one-shoulder dress xs=0,30%,2017-04-01,67.0,1.0,221.0,20170419,4.0,2017.0
171467,66.0,126.0,7.5,VIP1107,DIRECT,finished,Clothing,Alice Olivia,Ao striped long shirt xs,42%,2017-04-01,52.5,1.0,126.0,20170420,4.0,2017.0
171468,80.0,183.0,15.0,L1451,DIRECT,finished,Clothing,Alice Olivia,Ao blue dress 0,48%,2017-04-01,88.0,1.0,183.0,20170421,4.0,2017.0
171469,92.0,169.0,15.0,L1122,DIRECT,finished,Clothing,Alice Olivia,Ao black and white lace bow collar sleeveless dress 12,37%,2017-04-01,62.0,1.0,169.0,20170422,4.0,2017.0
171470,94.0,125.0,5.0,H1043,V1012,finished,Accessories,Les Nereides,Les nereides silver rhinestone earrings,21%,2017-04-01,26.0,1.0,125.0,20170423,4.0,2017.0
171471,94.0,125.0,5.0,H1043,V1012,finished,Accessories,Les Nereides,Les nereides red rhinestone earrings with pearls,21%,2017-04-01,26.0,1.0,125.0,20170424,4.0,2017.0
171472,96.0,120.0,7.5,VIP1139,DIRECT,finished,Clothing,Alice Olivia,Ao little devil t xs/s,14%,2017-04-01,16.5,1.0,120.0,20170425,4.0,2017.0
171473,66.0,126.0,7.5,VVIP1047,DIRECT,finished,Clothing,Alice Olivia,Ao striped long shirt xs,42%,2017-04-01,52.5,1.0,126.0,20170426,4.0,2017.0
171476,77.0,141.0,7.5,VIP1142,DIRECT,finished,Clothing,Alice Olivia,Ao White Ultra Short Shirt Waist Bow xs,40%,2017-04-01,56.5,1.0,141.0,20170430,4.0,2017.0
171477,329.0,407.0,5.0,VIP1139,V1012,finished,Accessories,Redline,Redline rose half rope 15.5,18%,2017-04-01,73.0,1.0,407.0,20170431,4.0,2017.0
171480,100.0,141.0,4.5,VIP1022,V1012,finished,Accessories,Daniel Wellington,Dw watch metal strap rose gold black dial,26%,2017-04-01,36.5,1.0,141.0,20170434,4.0,2017.0
171480,100.0,141.0,4.5,L1279,V1012,finished,Accessories,Daniel Wellington,Dw watch metal strap rose gold black dial,26%,2017-04-01,36.5,1.0,141.0,20170435,4.0,2017.0
171481,45.0,94.0,15.0,VIP1062,DIRECT,finished,Clothing,Alice Olivia,Ao grey v-neck long-sleeved shirt l,36%,2017-04-01,34.0,1.0,94.0,20170436,4.0,2017.0
171482,231.0,279.0,22.5,H1043,DIRECT,finished,Shoes,Stuart Weitzman,Sw black patent leather elastic band loafer 6,9%,2017-04-01,25.5,1.0,279.0,20170437,4.0,2017.0
171483,115.0,136.0,4.5,F5002,V1012,finished,Lifestyle,Refa,refa s,12%,2017-04-01,16.5,1.0,136.0,20170438,4.0,2017.0
171484,206.0,265.0,22.5,DL1005,DIRECT,finished,Shoes,Stuart Weitzman,Sw black strappy flats 36,14%,2017-04-01,36.5,1.0,265.0,20170439,4.0,2017.0
171485,115.0,136.0,4.5,L1126,V1012,finished,Lifestyle,Refa,refa s,12%,2017-04-01,16.5,1.0,136.0,20170440,4.0,2017.0
171485,115.0,136.0,4.5,H1343,V1012,finished,Lifestyle,Refa,refa s,12%,2017-04-01,16.5,1.0,136.0,20170441,4.0,2017.0
171485,115.0,136.0,4.5,H1003,V1012,finished,Lifestyle,Refa,refa s,12%,2017-04-01,16.5,1.0,136.0,20170442,4.0,2017.0
171485,115.0,136.0,4.5,VIP1068,V1012,finished,Lifestyle,Refa,refa s,12%,2017-04-01,16.5,1.0,136.0,20170443,4.0,2017.0
171486,54.0,64.0,4.5,VIP1068,DIRECT,finished,Cosmetic,CPB,Cpb isolation,9%,2017-04-01,5.5,1.0,64.0,20170444,4.0,2017.0
171487,231.0,279.0,22.5,VIP1104,DIRECT,finished,Shoes,Stuart Weitzman,Sw black patent leather elastic band loafer 7.5,9%,2017-04-01,25.5,1.0,279.0,20170445,4.0,2017.0
171489,115.0,136.0,4.5,L1211,V1012,finished,Lifestyle,Refa,refa s,12%,2017-04-01,16.5,1.0,136.0,20170447,4.0,2017.0
171490,54.0,97.0,7.5,VVIP1038,DIRECT,finished,Clothing,Michael Kors,Mk white shirt xs,37%,2017-04-01,35.5,1.0,97.0,20170448,4.0,2017.0
171491,50.0,69.0,7.5,VVIP1038,DIRECT,finished,Clothing,Michael Kors,Mk matching denim shorts,17%,2017-04-01,11.5,1.0,69.0,20170449,4.0,2017.0
171492,65.0,103.0,7.5,VVIP1038,DIRECT,finished,Clothing,Michael Kors,Mk white short-sleeved shirt xs,30%,2017-04-01,30.5,1.0,103.0,20170450,4.0,2017.0
171493,68.0,113.0,7.5,VVIP1038,DIRECT,finished,Clothing,Michael Kors,Mk supporting black pleated skirt 0,33%,2017-04-01,37.5,1.0,113.0,20170451,4.0,2017.0
171494,68.0,113.0,7.5,L1063,DIRECT,finished,Clothing,Michael Kors,Mk supporting black pleated skirt 2,33%,2017-04-01,37.5,1.0,113.0,20170452,4.0,2017.0
171495,91.0,126.0,7.5,H1035,DIRECT,finished,Clothing,Michael Kors,Mk black lace short sleeve xs,22%,2017-04-01,27.5,1.0,126.0,20170453,4.0,2017.0
171496,91.0,126.0,4.5,VIP1116,DIRECT,finished,Clothing,Michael Kors,Mk black lace short sleeve xxs,24%,2017-04-01,30.5,1.0,126.0,20170454,4.0,2017.0
171497,59.0,87.0,4.5,VIP1116,DIRECT,finished,Clothing,Michael Kors,Mk dark blue pants 7 00,27%,2017-04-01,23.5,1.0,87.0,20170455,4.0,2017.0
171498,65.0,103.0,4.5,VIP1116,DIRECT,finished,Clothing,Michael Kors,Mk white short-sleeved shirt xxs,33%,2017-04-01,33.5,1.0,103.0,20170456,4.0,2017.0
171499,68.0,113.0,4.5,VIP1116,DIRECT,finished,Clothing,Michael Kors,Mk supporting black pleated skirt 00,36%,2017-04-01,40.5,1.0,113.0,20170457,4.0,2017.0
171500,58.0,103.0,7.5,H1043,DIRECT,finished,Clothing,Michael Kors,Mk Long Cardigan Black xs,36%,2017-04-01,37.5,1.0,103.0,20170458,4.0,2017.0
171501,58.0,103.0,7.5,L1279,DIRECT,finished,Clothing,Michael Kors,Mk long cardigan black s,36%,2017-04-01,37.5,1.0,103.0,20170459,4.0,2017.0
171502,397.0,543.0,22.5,L1279,DIRECT,finished,Shoes,Stuart Weitzman,Sw headline black suede 6.5 usually wears 37,23%,2017-04-01,123.5,1.0,543.0,20170460,4.0,2017.0
171503,27.0,43.0,5.0,FF1021,DIRECT,finished,Lifestyle,California Baby,California baby mosquito + badger mosquito,26%,2017-04-01,11.0,1.0,43.0,20170461,4.0,2017.0
171503,27.0,43.0,5.0,L1783,DIRECT,finished,Lifestyle,California Baby,California baby mosquito + badger mosquito,26%,2017-04-01,11.0,1.0,43.0,20170462,4.0,2017.0
171505,14.0,26.0,5.0,L1783,DIRECT,finished,Lifestyle,Kidsme,kidsme feeder,27%,2017-04-01,7.0,1.0,26.0,20170464,4.0,2017.0
171506,91.0,126.0,7.5,L1408,DIRECT,finished,Clothing,Michael Kors,Mk black lace short sleeve s,22%,2017-04-01,27.5,1.0,126.0,20170465,4.0,2017.0
171507,78.0,113.0,7.5,L1377,DIRECT,finished,Clothing,Michael Kors,Mk striped shirt white xs,24%,2017-04-01,27.5,1.0,113.0,20170466,4.0,2017.0
171508,129.0,211.0,7.5,FF1027,DIRECT,finished,Clothing,Ann Fontaine,Anne fontaine black elastic white shirt 44,35%,2017-04-01,74.5,1.0,211.0,20170467,4.0,2017.0
171509,46.0,52.0,5.0,FF1021,DIRECT,finished,Shoes,Toms,Toms one year old baby panda shoes 3,2%,2017-04-01,1.0,1.0,52.0,20170468,4.0,2017.0
171510,107.0,143.0,7.5,VIP1062,DIRECT,finished,Clothing,Michael Kors,Mk hollow dress red s,20%,2017-04-01,28.5,1.0,143.0,20170469,4.0,2017.0
171511,231.0,279.0,22.5,VIP1021,DIRECT,finished,Shoes,Stuart Weitzman,Sw black leather elastic band loafer 7,9%,2017-04-01,25.5,1.0,279.0,20170471,4.0,2017.0
171512,59.0,94.0,7.5,VIP1142,DIRECT,finished,Clothing,Michael Kors,Mk dark blue pants 7 00,29%,2017-04-01,27.5,1.0,94.0,20170472,4.0,2017.0
171514,35.0,70.0,7.5,L1536,DIRECT,finished,Accessories,Tory Burch,Tb letter clip red b,39%,2017-04-01,27.5,1.0,70.0,20170474,4.0,2017.0
171515,55.0,103.0,7.5,L1063,DIRECT,finished,Clothing,Michael Kors,Mk white short-sleeved shirt xs,39%,2017-04-01,40.5,1.0,103.0,20170475,4.0,2017.0
171516,230.0,283.0,7.5,F5002,V1012,finished,Lifestyle,Refa,"Refa s two, send different addresses",16%,2017-04-01,45.5,1.0,283.0,20170476,4.0,2017.0
171517,384.0,464.0,30.0,L1608,DIRECT,finished,Handbag,Tory Burch,Tb t satchel color samba bale red,11%,2017-04-01,50.0,1.0,464.0,20170477,4.0,2017.0
171518,35.0,70.0,7.5,H1267,DIRECT,finished,Accessories,Tory Burch,Tb letter clip red d,39%,2017-04-01,27.5,1.0,70.0,20170478,4.0,2017.0
171519,344.0,440.0,22.5,VK1002,DIRECT,finished,Handbag,Tory Burch,Tb gemini link patent chain shoulder color new ivory white patent leather parcel 5-9 shipment,17%,2017-04-01,73.5,1.0,440.0,20170479,4.0,2017.0
,,,,,,,,,,,,,,,,,
171521,384.0,464.0,30.0,VVIP1008,DIRECT,finished,Handbag,Tory Burch,Tb t satchel color royal navy bag dark blue,11%,2017-04-01,50.0,1.0,464.0,20170481,4.0,2017.0
171523,344.0,441.0,30.0,H1043,DIRECT,finished,Handbag,Tory Burch,Tb modren buckle cross body saddle retro saddle bag brown,15%,2017-04-01,67.0,1.0,441.0,20170483,4.0,2017.0
171524,170.0,210.0,10.0,L1076,DIRECT,Returned,Clothing,Ann Fontaine,Anne fontaine collar flower white shirt 38,14%,2017-04-01,30.0,1.0,210.0,20170484,4.0,2017.0
171526,264.0,329.0,22.5,L1565,DIRECT,finished,Shoes,Stuart Weitzman,Sw strappy platform sandal brown 39=8.5,13%,2017-04-01,42.5,1.0,329.0,20170486,4.0,2017.0
171527,384.0,464.0,30.0,L1565,DIRECT,finished,Handbag,Tory Burch,Tb t satchel color green bale green,11%,2017-04-01,50.0,1.0,464.0,20170487,4.0,2017.0
