Stock ID,Order Priority,Cost of Goods,Unit Price,Shipping Cost,Customer ID,Customer Name,Vendor,Order Status (Backorder?),Product Category,Product Sub-Category / Brand,Product Container,Product_Name_EN,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID
171315,,120,164,15,H1251,,DIRECT,finished,Clothing,Michael Kors,,Mk shirt sleeveless check skirt 2,18%,,,,,3/17/2017,,29,1,164,20170347
171316,,105,136,7.5,H1251,,DIRECT,finished,Clothing,Michael Kors,,Mk midi dress dark blue xs,17%,,,,,3/17/2017,,23.5,1,136,20170348
171328,,42,79,7.5,L1126,,DIRECT,finished,Clothing,Michael Kors,,Mk sleeveless shirt skirt white p,37%,,,,,3/17/2017,,29.5,1,79,20170349
171320,,86,121,15,VIP1100,,DIRECT,finished,Clothing,Michael Kors,,Mk light blue strapless sweater the smallest xs,17%,,,,,3/17/2017,,20,1,121,20170352
171297,,61,97,0,H1018,,DIRECT,Backorder,Clothing,Michael Kors,,Mk shorts dark blue 00,37%,,,,,3/17/2017,,36,1,97,20170353
171301,,175,240,0,H1018,,DIRECT,Backorder,Clothing,Michael Kors,,MK Suit Vest Black Mini 00,27%,,,,,3/17/2017,,65,1,240,20170354
171376,,76,117,15,H1159,,DIRECT,finished,Clothing,Michael Kors,,Mk hollow dress red xs,22%,,,,,3/17/2017,,26,1,117,20170355
171324,,61,97,7.5,VVIP1028,,DIRECT,finished,Clothing,Michael Kors,,Mk shorts white 4,29%,,,,,3/17/2017,,28.5,1,97,20170356
171377,,76,117,15,L1445,,DIRECT,finished,Clothing,Michael Kors,,Mk hollow dress red s,22%,,,,,3/17/2017,,26,1,117,20170358
171405,,76,117,15,VVIP1047,,DIRECT,finished,Clothing,Michael Kors,,Mk hollow dress dark blue xxs,22%,,,,,3/17/2017,,26,1,117,20170359
171406,,42,79,7.5,VVIP1047,,DIRECT,finished,Clothing,Michael Kors,,Mk sleeveless shirt dress white p test size,37%,,,,,3/17/2017,,29.5,1,79,20170360
171329,,86,121,10,VVIP1038,,DIRECT,Returned,Clothing,Michael Kors,,Mk blue strapless sweater s,21%,,,,,3/17/2017,,25,1,121,20170361
171332,,175,240,15,VIP1142,,DIRECT,finished,Clothing,Michael Kors,,Mk suit vest white 00,21%,,,,,3/17/2017,,50,1,240,20170362
171404,,85,121,7.5,VVIP1044,,DIRECT,finished,Clothing,Michael Kors,,Mk tie black shirt minimum number xxs,24%,,,,,3/17/2017,,28.5,1,121,20170363
171327,,371.2,464,0,VVIP1044,,DIRECT,Backorder,Clothing,Michael Kors,,Mk matching crocodile leather skirt mini 00,20%,,,,,3/17/2017,,92.8,1,464,20170364
171334,,105,141,7.5,VIP1116,,DIRECT,finished,Clothing,Michael Kors,,Mk midi dress dark blue xxs,20%,,,,,3/17/2017,,28.5,1,141,20170366
171335,,61,94,7.5,VIP1116,,DIRECT,finished,Clothing,Michael Kors,,Mk shorts white 00,27%,,,,,3/17/2017,,25.5,1,94,20170367
171338,,76,117,15,L1434,,DIRECT,finished,Clothing,Michael Kors,,Mk hollow dress black xxs,22%,,,,,3/17/2017,,26,1,117,20170370
171380,,175,240,15,VVIP1017,,DIRECT,finished,Clothing,Michael Kors,,Mk suit vest white 00,21%,,,,,3/17/2017,,50,1,240,201703113
171381,,120,156,7.5,H1043,,DIRECT,finished,Clothing,Michael Kors,,Mk strapless top dark blue S,18%,,,,,3/17/2017,,28.5,1,156,201703114
171382,,97,140,7.5,H1043,,DIRECT,finished,Clothing,Michael Kors,,Mk striped pants size xs,25%,,,,,3/17/2017,,35.5,1,140,201703115
171383,,120,156,15,VIP1062,,DIRECT,finished,Clothing,Michael Kors,,Mk stripes jumpsuit Size s,13%,,,,,3/17/2017,,21,1,156,201703116
171384,,76,100,7.5,L1418,,DIRECT,finished,Clothing,Michael Kors,,Mk striped knit black XS,17%,,,,,3/17/2017,,16.5,1,100,201703117
171385,,109,141,7.5,H1159,,DIRECT,finished,Clothing,Michael Kors,,Mk striped sleeveless dress dark blue xs,17%,,,,,3/17/2017,,24.5,1,141,201703118
171386,,76,100,7.5,VIP1021,,DIRECT,finished,Clothing,Michael Kors,,Mk striped knit white m,17%,,,,,3/17/2017,,16.5,1,100,201703119
171387,,105,141,15,VIP1022,,DIRECT,finished,Clothing,Michael Kors,,Mk dark blue 7 pants - 00,15%,,,,,3/17/2017,,21,1,141,201703120
171388,,76,117,15,H1165,,DIRECT,finished,Clothing,Michael Kors,,Mk hollow dress black s,22%,,,,,3/17/2017,,26,1,117,201703121
171388,,76,117,15,VIP1009,,DIRECT,finished,Clothing,Michael Kors,,Mk hollow dress black s,22%,,,,,3/17/2017,,26,1,117,201703122
171389,,151,211,15,H1203,,DIRECT,finished,Clothing,Michael Kors,,Mk black jumpsuit - Size 2,21%,,,,,3/17/2017,,45,1,211,201703123
171390,,76,86,7.5,FF1018,,DIRECT,finished,Clothing,Michael Kors,,Mk striped knit black m,3%,,,,,3/17/2017,,2.5,1,86,201703124
171281,,138,200,5,L1538,,DIRECT,finished,Shoes,Miumiu,,Miumiu Canoscio 6 5I9463 suede bootie (slingback) 7701 Retail-$590 black 35.5,29%,,,,,3/17/2017,,57,1,200,2017INV115
171435,,166,240,22.5,DL1020,,DIRECT,finished,Shoes,Miumiu,,Miumiu Vernice 19 5X9834 Bow Patent Leather Sandals 6529-$590 Nude Powder 37,21%,,,,,3/17/2017,,51.5,1,240,2017INV133
171445,,161,240,22.5,VIP1073,,DIRECT,finished,Shoes,Miumiu,,Miumiu Capretto Lamina Small Thick Heel Sandals Leather 2407 - $495 Silver 37,24%,,,,,3/17/2017,,56.5,1,240,2017INV142
171439,,161,207,22.5,L1293,,DIRECT,finished,Shoes,Prada,,Prada Vernice 1XZ397 Patent Lad Wedges 7066 Retail$590 Nude 36,11%,,,,,3/17/2017,,23.5,1,207,2017INV136
171366,,89,136,7.5,L1261,,V1015,finished,Accessories,Rayban,,Rayban 3025 Silver Lens Silver Frame size55,29%,,,,,3/17/2017,,39.5,1,136,20170399
171367,,89,141,7.5,H1174,,V1015,finished,Accessories,Rayban,,Rayban 3025 rainbow,32%,,,,,3/17/2017,,44.5,1,141,201703100
171368,,89,136,7.5,L1535,,V1015,finished,Accessories,Rayban,,Rayban 3025 mirror blue Phnom Penh 58,29%,,,,,3/17/2017,,39.5,1,136,201703101
171373,,89,136,7.5,L1750,,V1015,finished,Accessories,Rayban,,rayban 3025 brown mirror pink size 58,29%,,,,,3/17/2017,,39.5,1,136,201703106
171378,,92,143,7.5,VVIP1022,,V1015,finished,Accessories,Rayban,,Rayban 3025 brown lens gold frame 58,30%,,,,,3/17/2017,,43.5,1,143,201703111
171356,,89,136,22.5,L1126,,DIRECT,finished,Shoes,Rebecca Minkoff,,Rebecca minkoff brandy Mary Jane Patent Heel Shoes Nude 6.5,18%,,,,,3/17/2017,,24.5,1,136,2017INV118
171357,,89,136,22.5,L1243,,DIRECT,finished,Shoes,Rebecca Minkoff,,Rebecca minkoff brandy Mary Jane Patent Heel Black 6.5,18%,,,,,3/17/2017,,24.5,1,136,2017INV119
171443,,89,136,22.5,H1298,,DIRECT,finished,Shoes,Rebecca Minkoff,,Rebecca minkoff brandy Mary Jane Patent Heel Black 5.5,18%,,,,,3/17/2017,,24.5,1,136,2017INV140
171287,,394.4,464,0,H1224,,DIRECT,Backorder,Shoes,Roger Vivier,,RV flats nude pink 385,,,,,,3/17/2017,,0,0,0,20170318
171302,,280,427,30,H1224,,DIRECT,finished,Shoes,Roger Vivier,,Rv pink flat shoes 385,27%,,,,,3/17/2017,,117,1,427,20170334
171407,,280,427,30,H1294,,DIRECT,finished,Shoes,Roger Vivier,,Rv pink flat shoes 405,27%,,,,,3/17/2017,,117,1,427,20170335
171429,,332,386,22.5,H1294,,DIRECT,finished,Shoes,Roger Vivier,,RV Black High Heels 41,8%,,,,,3/17/2017,,31.5,1,386,201703166
171432,,286,397,22.5,H1131,,DIRECT,finished,Shoes,Roger Vivier,,Rv suede side buckle with red 395,22%,,,,,3/17/2017,,88.5,1,397,2017INV130
171434,,130,183,22.5,H1131,,DIRECT,finished,Shoes,Roger Vivier,,Roger Vivier Sandals Satin High Heel Small Diamond Button Champagne 38,17%,,,,,3/17/2017,,30.5,1,183,2017INV132
171444,,130,197,22.5,VIP1073,,DIRECT,finished,Shoes,Roger Vivier,,Roger Viver sandals suede triangle mint green 36.5,23%,,,,,3/17/2017,,44.5,1,197,2017INV141
171394,,30,0,5,FF1003,,DIRECT,finished,Lifestyle,Runa,,"Whole foods buy, runa guayusa tea one glass packaging original flavor, metal packaging one, triangle tea bag one",,,,,,3/17/2017,,-5,,0,201703128
171279,,158,236,15,L1448,,DIRECT,finished,Clothing,Sandro,,Sandro pink v neck dress 2,27%,,,,,3/17/2017,,63,1,236,2017039
171286,,158,236,15,VIP1100,,DIRECT,finished,Clothing,Sandro,,Sandro pink v neck dress 1,27%,,,,,3/17/2017,,63,1,236,20170316
171286,,158,236,15,L1758,,DIRECT,finished,Clothing,Sandro,,Sandro pink v neck dress 1,27%,,,,,3/17/2017,,63,1,236,20170317
171430,,27,32,5,FF1021,,DIRECT,finished,Lifestyle,Similac,,Orange milk powder similac,0%,,,,,3/17/2017,,0,1,32,201703167
171355,,57,83,15,VVIP1049,,DIRECT,finished,Shoes,Soludos,,Soludos Winking Eye Fisherman's Shoes Black Gold 6,13%,,,,,3/17/2017,,11,1,83,2017INV117
171311,,278,393,30,L1045,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw Gold Flash Heel 36=6,22%,,,,,3/17/2017,,85,1,393,20170343
171351,,429,457,5,DL1020,,V1015,finished,Shoes,Stuart Weitzman,,Sw 5050 nappa black 35.5,5%,,,,,3/17/2017,,23,1,457,20170383
171358,,104,199,30,VVIP1008,,DIRECT,finished,Shoes,Stuart Weitzman,,Stuart Weitzman Swoonwedge Slope Similar to Princess Shoes 6594 Retail $398 Black 7.5,33%,,,,,3/17/2017,,65,1,199,2017INV120
171441,,104,193,22.5,H1298,,DIRECT,finished,Shoes,Stuart Weitzman,,Stuart Weitzman Swoonwedge Slope Similar to Princess Shoes 6556 Retail $398 Black 5.5,34%,,,,,3/17/2017,,66.5,1,193,2017INV138
171403,,50,50,5,L1538,,DIRECT,finished,Accessories,Swarovski,,Swa star necklace,-10%,,,,,3/17/2017,,-5,1,50,201703137
171395,,40,70,7.5,VIP1105,,DIRECT,finished,Accessories,Swarovski,,Swa snowflake,32%,,,,,3/17/2017,,22.5,1,70,201703138
171312,,75,164,7.5,VVIP1005,,DIRECT,finished,Accessories,Swarovski,,Swa edify suit necklace earrings,50%,,,,,3/17/2017,,81.5,1,164,201703139
171330,,40,70,7.5,VVIP1008,,DIRECT,finished,Accessories,Swarovski,,Swa snowflake,32%,,,,,3/17/2017,,22.5,1,70,201703140
171331,,50,109,7.5,VVIP1008,,DIRECT,finished,Accessories,Swarovski,,Swa infinity ring necklace,47%,,,,,3/17/2017,,51.5,1,109,201703141
171371,,45,84,7.5,VVIP1028,,DIRECT,finished,Accessories,Swarovski,,Swa monkey,38%,,,,,3/17/2017,,31.5,1,84,201703142
171446,,40,70,7.5,VIP1046,,DIRECT,finished,Accessories,Swarovski,,Swa snowflake,32%,,,,,3/17/2017,,22.5,1,70,201703183
171354,,36,64,7.5,VVIP1038,,DIRECT,finished,Clothing,Tory Burch,,Tory sports white t m,32%,,,,,3/17/2017,,20.5,1,64,20170386
171442,,109,157,22.5,H1298,,DIRECT,finished,Shoes,Tory Burch,,Tory Burch Jackie Fish Wedges Black 5.5,16%,,,,,3/17/2017,,25.5,1,157,2017INV139
171411,,87,126,5,L1730,,DIRECT,finished,Clothing,UO,,Uo star sweater xs 5 +ao loving you white shirt 93 20% off,27%,,,,,3/17/2017,,34,1,126,201703145
171412,,658,760,5,L1730,,DIRECT,finished,Clothing,UO,,Uo star sweater s 5 block + sandro pink skirt 264*0.6+anne on black and white set of 176.25+198.75+club monaco chili sweater 89*0.8,13%,,,,,3/17/2017,,97,1,760,201703146
171409,,162,229,15,VIP1142,,DIRECT,finished,Clothing,Vince,,Vince baseball shirt 173 93kg xl,23%,,,,,3/17/2017,,52,1,229,201703104
171337,,104,141,15,VIP1035,,DIRECT,finished,Clothing,Vince,,Vince blue legging m,16%,,,,,3/17/2017,,22,1,141,201703110
171317,,151,226,22.5,H1020,,DIRECT,finished,Clothing,Vince,,Vince black pointed shoes 8,23%,,,,,3/17/2017,,52.5,1,226,201703112
171396,,86,141,15,VIP1098,,DIRECT,finished,Clothing,Vince,,Vince men's wool sweater dark blue round neck,28%,,,,,3/17/2017,,40,1,141,201703130
171272,,242,284,5,VIP1028,,V1012,finished,Accessories,Vita Fede,,Vf three ring ring rose gold 6,13%,,,,,3/17/2017,,37,1,284,2017032
171369,,242,284,5,L1429,,V1012,finished,Accessories,Vita Fede,,Vf three-layer ring rose gold 6,13%,,,,,3/17/2017,,37,1,284,201703102
171401,,82,156,7.5,VVIP1043,,DIRECT,finished,Accessories,Vita Fede,,Vf tricyclic ring,43%,,,,,3/17/2017,,66.5,1,156,201703143
171427,,414,598,5,L1538,,DIRECT,finished,Accessories,Vita Fede,,"Vf Bracelet, Three Ring Rings, Stud Earrings, Diamond Ring",30%,,,,,3/17/2017,,179,1,598,201703164
171447,,289,470,5,L1730,,DIRECT,finished,Accessories,Vita Fede,,3 vf 2 rings one bracelet,37%,,,,,3/17/2017,,176,1,470,201703185
171271,,34,50,7.5,VIP1105,,V1011,finished,Cosmetic,YSL,,Ysl lipstick 3,17%,,,,,3/17/2017,,8.5,1,50,2017031
171336,,29,51,7.5,H1100,,V1011,finished,Cosmetic,YSL,,Ysl silver tube 5,28%,,,,,3/17/2017,,14.5,1,51,20170368
171393,,29,54,7.5,VIP1105,,V1013,finished,Cosmetic,YSL,,Ysl 8 orange,32%,,,,,3/17/2017,,17.5,1,54,201703107
171448,,76,98,5,H1102,,V1012,finished,Accessories,Les Nereides,,Les nereides silver rhinestone ballet necklace,17%,,,,,4/17/2017,,17,1,98,2017041
171449,,81,111,5,H1102,,V1012,finished,Accessories,Les Nereides,,Les nereides gold rhinestone earrings with pearls,23%,,,,,4/17/2017,,25,1,111,2017042
171450,,76,98,5,L1421,,V1012,finished,Accessories,Les Nereides,,Les nereides black rhinestone ballet necklace,17%,,,,,4/17/2017,,17,1,98,2017043
171451,,307,369,7.5,VIP1023,,DIRECT,finished,Clothing,Ann Fontaine,,Anne fontaine black and white fairy skirt 36,15%,,,,,4/17/2017,,54.5,1,369,2017044
171452,,291,369,15,VVIP1017,,DIRECT,finished,Clothing,Ann Fontaine,,Anne fontaine black and white fairy skirt 38,17%,,,,,4/17/2017,,63,1,369,2017045
171453,,182,221,7.5,VIP1023,,DIRECT,finished,Clothing,Ann Fontaine,,Anne fontaine point collar doll shirt 38+ fragrance,14%,,,,,4/17/2017,,31.5,1,221,2017046
171454,,44,77,7.5,L1759,,DIRECT,finished,Supplement,Alpha Lipoic,,Alpha lipoic acid 300mg 60 tablets 3 bottles,33%,,,,,4/17/2017,,25.5,1,77,2017047
171455,,131,167,7.5,L1759,,DIRECT,finished,Lifestyle,I gluten,,l glutenthione 500mg 60 tablets 3 bottles,17%,,,,,4/17/2017,,28.5,1,167,2017048
171456,,33,33,7.5,FF1021,,DIRECT,finished,Supplement,Calcium,,Liquid calcium bottle 2,-23%,,,,,4/17/2017,,-7.5,1,33,2017049
171457,,51,51,7.5,FF1021,,DIRECT,finished,Lifestyle,VD,,Vd drop 3 bottles,-15%,,,,,4/17/2017,,-7.5,1,51,20170410
171458,,109,184,7.5,H1279,,DIRECT,finished,Clothing,Ann Fontaine,,Anne fontaine high heel lace shirt 40,37%,,,,,4/17/2017,,67.5,1,184,20170411
171459,,3055,3243,5,H1007,,V1017,finished,Accessories,Bvlgari,,Bvlgari 4 laps 3 laps 56 each one,6%,,,,,4/17/2017,,183,1,3243,20170412
171460,,170,221,7.5,L1076,,DIRECT,finished,Clothing,Ann Fontaine,,Anne fontaine collar flower white shirt 36,20%,,,,,4/17/2017,,43.5,1,221,20170413
171461,,69,126,15,VIP1021,,DIRECT,finished,Clothing,Alice Olivia,,Ao stripes high low skirt 4,33%,,,,,4/17/2017,,42,1,126,20170414
171462,,96,120,7.5,VVIP1047,,DIRECT,finished,Clothing,Alice Olivia,,Ao little devil t xs/s,14%,,,,,4/17/2017,,16.5,1,120,20170415
171463,,22,0,7.5,FF1028,,DIRECT,finished,Cosmetic,Body Shop,,Tbs tea tree oil essence 2 bottles,,,,,,4/17/2017,,-29.5,1,0,20170416
171464,,83,111,5,VVIP1028,,V1017,finished,Clothing,Independent Designer,,Custom yarn backing black and white one,21%,,,,,4/17/2017,,23,1,111,20170417
171465,,83,136,7.5,VIP1142,,DIRECT,finished,Clothing,Alice Olivia,,Ao Blue Capsule Sweater xs,33%,,,,,4/17/2017,,45.5,1,136,20170418
171466,,139,221,15,L1434,,DIRECT,finished,Clothing,Alice Olivia,,Ao black and white one-shoulder dress xs=0,30%,,,,,4/17/2017,,67,1,221,20170419
171467,,66,126,7.5,VIP1107,,DIRECT,finished,Clothing,Alice Olivia,,Ao striped long shirt xs,42%,,,,,4/17/2017,,52.5,1,126,20170420
171468,,80,183,15,L1451,,DIRECT,finished,Clothing,Alice Olivia,,Ao blue dress 0,48%,,,,,4/17/2017,,88,1,183,20170421
171469,,92,169,15,L1122,,DIRECT,finished,Clothing,Alice Olivia,,Ao black and white lace bow collar sleeveless dress 12,37%,,,,,4/17/2017,,62,1,169,20170422
171470,,94,125,5,H1043,,V1012,finished,Accessories,Les Nereides,,Les nereides silver rhinestone earrings,21%,,,,,4/17/2017,,26,1,125,20170423
171471,,94,125,5,H1043,,V1012,finished,Accessories,Les Nereides,,Les nereides red rhinestone earrings with pearls,21%,,,,,4/17/2017,,26,1,125,20170424
171472,,96,120,7.5,VIP1139,,DIRECT,finished,Clothing,Alice Olivia,,Ao little devil t xs/s,14%,,,,,4/17/2017,,16.5,1,120,20170425
171473,,66,126,7.5,VVIP1047,,DIRECT,finished,Clothing,Alice Olivia,,Ao striped long shirt xs,42%,,,,,4/17/2017,,52.5,1,126,20170426
171476,,77,141,7.5,VIP1142,,DIRECT,finished,Clothing,Alice Olivia,,Ao White Ultra Short Shirt Waist Bow xs,40%,,,,,4/17/2017,,56.5,1,141,20170430
171477,,329,407,5,VIP1139,,V1012,finished,Accessories,Redline,,Redline rose half rope 15.5,18%,,,,,4/17/2017,,73,1,407,20170431
171480,,100,141,4.5,VIP1022,,V1012,finished,Accessories,Daniel Wellington,,Dw watch metal strap rose gold black dial,26%,,,,,4/17/2017,,36.5,1,141,20170434
171480,,100,141,4.5,L1279,,V1012,finished,Accessories,Daniel Wellington,,Dw watch metal strap rose gold black dial,26%,,,,,4/17/2017,,36.5,1,141,20170435
171481,,45,94,15,VIP1062,,DIRECT,finished,Clothing,Alice Olivia,,Ao grey v-neck long-sleeved shirt l,36%,,,,,4/17/2017,,34,1,94,20170436
171482,,231,279,22.5,H1043,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw black patent leather elastic band loafer 6,9%,,,,,4/17/2017,,25.5,1,279,20170437
171483,,115,136,4.5,F5002,,V1012,finished,Lifestyle,Refa,,refa s,12%,,,,,4/17/2017,,16.5,1,136,20170438
171484,,206,265,22.5,DL1005,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw black strappy flats 36,14%,,,,,4/17/2017,,36.5,1,265,20170439
171485,,115,136,4.5,L1126,,V1012,finished,Lifestyle,Refa,,refa s,12%,,,,,4/17/2017,,16.5,1,136,20170440
171485,,115,136,4.5,H1343,,V1012,finished,Lifestyle,Refa,,refa s,12%,,,,,4/17/2017,,16.5,1,136,20170441
171485,,115,136,4.5,H1003,,V1012,finished,Lifestyle,Refa,,refa s,12%,,,,,4/17/2017,,16.5,1,136,20170442
171485,,115,136,4.5,VIP1068,,V1012,finished,Lifestyle,Refa,,refa s,12%,,,,,4/17/2017,,16.5,1,136,20170443
171486,,54,64,4.5,VIP1068,,DIRECT,finished,Cosmetic,CPB,,Cpb isolation,9%,,,,,4/17/2017,,5.5,1,64,20170444
171487,,231,279,22.5,VIP1104,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw black patent leather elastic band loafer 7.5,9%,,,,,4/17/2017,,25.5,1,279,20170445
171488,,223.2,279,0,VIP1105,,DIRECT,Backorder,Shoes,Stuart Weitzman,,"Sw black feet, then bought a domestic spot flex",,,,,,4/17/2017,,0,0,0,20170446
171489,,115,136,4.5,L1211,,V1012,finished,Lifestyle,Refa,,refa s,12%,,,,,4/17/2017,,16.5,1,136,20170447
171490,,54,97,7.5,VVIP1038,,DIRECT,finished,Clothing,Michael Kors,,Mk white shirt xs,37%,,,,,4/17/2017,,35.5,1,97,20170448
171491,,50,69,7.5,VVIP1038,,DIRECT,finished,Clothing,Michael Kors,,Mk matching denim shorts,17%,,,,,4/17/2017,,11.5,1,69,20170449
171492,,65,103,7.5,VVIP1038,,DIRECT,finished,Clothing,Michael Kors,,Mk white short-sleeved shirt xs,30%,,,,,4/17/2017,,30.5,1,103,20170450
171493,,68,113,7.5,VVIP1038,,DIRECT,finished,Clothing,Michael Kors,,Mk supporting black pleated skirt 0,33%,,,,,4/17/2017,,37.5,1,113,20170451
171494,,68,113,7.5,L1063,,DIRECT,finished,Clothing,Michael Kors,,Mk supporting black pleated skirt 2,33%,,,,,4/17/2017,,37.5,1,113,20170452
171495,,91,126,7.5,H1035,,DIRECT,finished,Clothing,Michael Kors,,Mk black lace short sleeve xs,22%,,,,,4/17/2017,,27.5,1,126,20170453
171496,,91,126,4.5,VIP1116,,DIRECT,finished,Clothing,Michael Kors,,Mk black lace short sleeve xxs,24%,,,,,4/17/2017,,30.5,1,126,20170454
171497,,59,87,4.5,VIP1116,,DIRECT,finished,Clothing,Michael Kors,,Mk dark blue pants 7 00,27%,,,,,4/17/2017,,23.5,1,87,20170455
171498,,65,103,4.5,VIP1116,,DIRECT,finished,Clothing,Michael Kors,,Mk white short-sleeved shirt xxs,33%,,,,,4/17/2017,,33.5,1,103,20170456
171499,,68,113,4.5,VIP1116,,DIRECT,finished,Clothing,Michael Kors,,Mk supporting black pleated skirt 00,36%,,,,,4/17/2017,,40.5,1,113,20170457
171500,,58,103,7.5,H1043,,DIRECT,finished,Clothing,Michael Kors,,Mk Long Cardigan Black xs,36%,,,,,4/17/2017,,37.5,1,103,20170458
171501,,58,103,7.5,L1279,,DIRECT,finished,Clothing,Michael Kors,,Mk long cardigan black s,36%,,,,,4/17/2017,,37.5,1,103,20170459
171502,,397,543,22.5,L1279,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw headline black suede 6.5 usually wears 37,23%,,,,,4/17/2017,,123.5,1,543,20170460
171503,,27,43,5,FF1021,,DIRECT,finished,Lifestyle,California Baby,,California baby mosquito + badger mosquito,26%,,,,,4/17/2017,,11,1,43,20170461
171503,,27,43,5,L1783,,DIRECT,finished,Lifestyle,California Baby,,California baby mosquito + badger mosquito,26%,,,,,4/17/2017,,11,1,43,20170462
171504,,14,0,5,FF1021,,DIRECT,finished,Cosmetic,Thinkbaby,,Thinkbaby sunscreen,,,,,,4/17/2017,,-5,,0,20170463
171505,,14,26,5,L1783,,DIRECT,finished,Lifestyle,Kidsme,,kidsme feeder,27%,,,,,4/17/2017,,7,1,26,20170464
171506,,91,126,7.5,L1408,,DIRECT,finished,Clothing,Michael Kors,,Mk black lace short sleeve s,22%,,,,,4/17/2017,,27.5,1,126,20170465
171507,,78,113,7.5,L1377,,DIRECT,finished,Clothing,Michael Kors,,Mk striped shirt white xs,24%,,,,,4/17/2017,,27.5,1,113,20170466
171508,,129,211,7.5,FF1027,,DIRECT,finished,Clothing,Ann Fontaine,,Anne fontaine black elastic white shirt 44,35%,,,,,4/17/2017,,74.5,1,211,20170467
171509,,46,52,5,FF1021,,DIRECT,finished,Shoes,Toms,,Toms one year old baby panda shoes 3,2%,,,,,4/17/2017,,1,1,52,20170468
171510,,107,143,7.5,VIP1062,,DIRECT,finished,Clothing,Michael Kors,,Mk hollow dress red s,20%,,,,,4/17/2017,,28.5,1,143,20170469
171511,,231,279,22.5,VIP1021,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw black leather elastic band loafer 7,9%,,,,,4/17/2017,,25.5,1,279,20170471
171512,,59,94,7.5,VIP1142,,DIRECT,finished,Clothing,Michael Kors,,Mk dark blue pants 7 00,29%,,,,,4/17/2017,,27.5,1,94,20170472
171513,,593,657,0,L1719,,V1002,Backorder,Clothing,Maje,,Black Leather 38,,,,,,4/17/2017,,0,0,0,20170473
171514,,35,70,7.5,L1536,,DIRECT,finished,Accessories,Tory Burch,,Tb letter clip red b,39%,,,,,4/17/2017,,27.5,1,70,20170474
171515,,55,103,7.5,L1063,,DIRECT,finished,Clothing,Michael Kors,,Mk white short-sleeved shirt xs,39%,,,,,4/17/2017,,40.5,1,103,20170475
171516,,230,283,7.5,F5002,,V1012,finished,Lifestyle,Refa,,"Refa s two, send different addresses",16%,,,,,4/17/2017,,45.5,1,283,20170476
171517,,384,464,30,L1608,,DIRECT,finished,Handbag,Tory Burch,,Tb t satchel color samba bale red,11%,,,,,4/17/2017,,50,1,464,20170477
171518,,35,70,7.5,H1267,,DIRECT,finished,Accessories,Tory Burch,,Tb letter clip red d,39%,,,,,4/17/2017,,27.5,1,70,20170478
171519,,344,440,22.5,VK1002,,DIRECT,finished,Handbag,Tory Burch,,Tb gemini link patent chain shoulder color new ivory white patent leather parcel 5-9 shipment,17%,,,,,4/17/2017,,73.5,1,440,20170479
171520,,15,0,5,L1727,,DIRECT,finished,Clothing,Levis,,Levis tee white l,,,,,,4/17/2017,,-20,1,0,20170480
171521,,384,464,30,VVIP1008,,DIRECT,finished,Handbag,Tory Burch,,Tb t satchel color royal navy bag dark blue,11%,,,,,4/17/2017,,50,1,464,20170481
171523,,344,441,30,H1043,,DIRECT,finished,Handbag,Tory Burch,,Tb modren buckle cross body saddle retro saddle bag brown,15%,,,,,4/17/2017,,67,1,441,20170483
171524,,170,210,10,L1076,,DIRECT,Returned,Clothing,Ann Fontaine,,Anne fontaine collar flower white shirt 38,14%,,,,,4/17/2017,,30,1,210,20170484
171525,,263.2,329,0,L1565,,DIRECT,Backorder,Shoes,Stuart Weitzman,,sw mummy high heel black 38,,,,,,4/17/2017,,0,0,0,20170485
171526,,264,329,22.5,L1565,,DIRECT,finished,Shoes,Stuart Weitzman,,Sw strappy platform sandal brown 39=8.5,13%,,,,,4/17/2017,,42.5,1,329,20170486
171527,,384,464,30,L1565,,DIRECT,finished,Handbag,Tory Burch,,Tb t satchel color green bale green,11%,,,,,4/17/2017,,50,1,464,20170487
171528,,344,440,22.5,L1650,,DIRECT,finished,Handbag,Tory Burch,,Tb gemini link patent chain shoulder color new ivory white patent leather bag,17%,,,,,4/17/2017,,73.5,1,440,20170488
171529,,384,457,30,L1581,,DIRECT,finished,Handbag,Tory Burch,,Tb t satchel color samba bale red,9%,,,,,4/17/2017,,43,1,457,20170489
171530,,380,471,30,L1581,,DIRECT,finished,Handbag,Tory Burch,,Tb gemini link patent medium chain shoulder bag navy dark blue patent leather bag,13%,,,,,4/17/2017,,61,1,471,20170490
171531,,61,100,7.5,VIP1021,,DIRECT,finished,Clothing,Michael Kors,,Mk striped knit black s,32%,,,,,4/17/2017,,31.5,1,100,20170491
171532,,55,107,7.5,L1565,,DIRECT,finished,Clothing,Michael Kors,,Mk white short-sleeved shirt m,42%,,,,,4/17/2017,,44.5,1,107,20170492
171533,,68,107,7.5,L1565,,DIRECT,finished,Clothing,Michael Kors,,Mk supporting black pleated skirt 8,29%,,,,,4/17/2017,,31.5,1,107,20170493
